knowledge,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,future_weight
IoT,14,0.7781428571428571,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.3757644,0.20667041987180712
Educational,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29522237,0.2066556602716446
Enterprise Applications,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.41329795,0.20664897561073303
enterprise applications,5,0.7652,FD8,Automation & RPA,Moderate_Growth,0.5,0.41329777,0.20664888620376587
aerospace applications,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2951997,0.20663978457450866
first-principles thinking,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21749897,0.20662402436137198
financial services sector,2,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.2295585,0.20660264790058136
ROI metrics,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.2065935,0.20659349858760834
structured enterprise environment,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3443142,0.20658851265907288
GCSE,2,0.831,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24303706,0.2065815009176731
Ministry policy and IT project approval processes and requirements,1,0.831,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24301215,0.20656032338738442
privileged access controls,1,0.826,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.2294237,0.20648133158683776
foundational model research,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34409493,0.2064569592475891
marine resource,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24287893,0.20644708946347237
Defender for Endpoints,1,0.829,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22934754,0.2064127877354622
performance engineering,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3440118,0.20640708804130553
FI,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21725655,0.20639371871948242
Python 3.12,1,0.83,FD2,Data & Analytics,Strong_Growth,0.9,0.2293226,0.20639033764600753
high performance displays,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2948388,0.20638715028762816
semantic layer,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.20636201,0.20636200904846191
systems landscapes,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.343926,0.20635560750961304
operation systems,1,0.828,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34390077,0.2063404619693756
proposal development,2,0.83,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3438922,0.20633531212806702
communications and network protocols and services,1,0.532,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22925614,0.20633052438497543
Autodesk,3,0.6316666666666667,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2947121,0.2062984675168991
global headquarters,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24269761,0.20629296973347663
datacenter GPUs,1,0.831,FD3,Cloud & DevOps,Strong_Growth,0.85,0.2426953,0.20629100650548934
video conferencing,1,0.83,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29466915,0.20626840591430662
digital technologies,3,0.8039999999999999,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.37502894,0.20626591593027116
regression suites,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34374148,0.20624488592147827
AWS Summit ASEAN series,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24262616,0.2062322363257408
implementation support,1,0.826,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34365928,0.20619556903839112
media buying,2,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.294551,0.20618571043014525
AWS Edge Connectivity,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24255265,0.20616975501179693
futures,1,0.827,FD1,AI & Machine Learning,Strong_Growth,1.0,0.20612408,0.20612408220767975
Criminal Histories,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.2290141,0.20611268877983094
technical specification,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3434727,0.20608361363410949
Epics,1,0.826,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29440045,0.20608031749725342
Foundation Model,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34343588,0.2060615301132202
Premiere Pro,2,0.788,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2943639,0.20605472028255462
co-op media campaigns,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2942918,0.20600425601005554
Agile methodologies,9,0.7949999999999999,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34333512,0.20600107312202454
Agile Methodologies,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34333512,0.20600107312202454
agile methodologies,7,0.8067142857142857,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34333503,0.20600101947784424
"-animation,",1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29424948,0.20597463250160217
Electrical / Electronics Engineering.,1,0.532,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.37446952,0.20595823526382448
IC,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2942024,0.20594167113304138
Resellers,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24223727,0.20590167939662932
SoC,2,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21672988,0.20589338541030883
SOC,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21672988,0.20589338541030883
XDR.,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2941217,0.20588519871234892
"Environmental, Social, and Governance (ESG)",1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.37430432,0.20586737841367722
anomaly detection,3,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22873761,0.20586384683847428
in-place migrations,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24218382,0.20585624650120735
core business analysis techniques,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34303644,0.20582186579704284
cryptographic primitives,1,0.829,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22863548,0.20577192753553392
Architectural,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3429203,0.20575218200683593
architectural,2,0.6815,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3429203,0.20575218200683593
agile environment,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34291428,0.20574856996536253
Agile environment,2,0.679,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34291428,0.20574856996536253
technology-led environments,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.37408355,0.2057459518313408
"Purview,",2,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2939185,0.20574294328689574
CSI course,1,0.829,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22858542,0.2057268798351288
lead generation,3,0.8033333333333333,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21654777,0.20572038367390633
SEM,1,0.831,FD1,AI & Machine Learning,Strong_Growth,1.0,0.20571813,0.20571812987327576
Architecture and Design,1,0.826,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29383558,0.20568490624427793
software modules,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.41132766,0.20566383004188538
Process Control,1,0.831,FD8,Automation & RPA,Moderate_Growth,0.5,0.41130954,0.20565477013587952
process control,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.41130954,0.20565477013587952
application management,1,0.828,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34265858,0.20559514760971068
DVC,1,0.829,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29365063,0.20555543899536133
Content,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29364425,0.20555097460746763
content,7,0.7202857142857143,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29364422,0.20555095374584198
final synthesis,1,0.829,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21631724,0.2055013746023178
cinematography,1,0.831,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2935233,0.20546631813049315
environmental,4,0.736,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.37356374,0.2054600551724434
Microsoft 365 services,2,0.829,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24170741,0.20545130223035812
distributed databases,1,0.831,FD2,Data & Analytics,Strong_Growth,0.9,0.22825895,0.20543305724859237
IDS,3,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21623607,0.20542426630854604
Ingenico,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.293454,0.2054177939891815
IA Copilot,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21621624,0.2054054245352745
data recovery,1,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.22821534,0.20539380311965943
technology roadmaps,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.4107821,0.2053910493850708
NoSQL databases,8,0.8285,FD2,Data & Analytics,Strong_Growth,0.9,0.22820003,0.20538002997636795
NoSQL Databases,1,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.22820003,0.20538002997636795
regulatory landscape,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24161242,0.20537055656313896
assets,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29336143,0.20535299777984617
Finance functions,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22814335,0.2053290143609047
orchestration layers,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24156266,0.20532826483249664
electrical fundamentals,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22813696,0.20532326102256776
third-party vendor management,1,0.821,FD3,Cloud & DevOps,Strong_Growth,0.85,0.2414957,0.20527134388685225
film /,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29324055,0.20526838302612305
art pipelines,1,0.83,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29310104,0.20517072975635528
remote access).,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29307285,0.20515099465847014
Data Governance standards,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34187678,0.20512606501579284
Water Resources,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.2412396,0.2050536662340164
water resources,3,0.8283333333333333,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24123956,0.20505362823605536
Commercial Advisory,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21582794,0.20503654479980468
"desktop,",1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29290015,0.20503010153770446
anti-financial crime platform,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22778949,0.20501054227352142
computer processing,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.40999755,0.20499877631664276
full engineering lifecycle,1,0.828,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3416139,0.20496833324432373
video recognition,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.20495628,0.2049562782049179
ICT,6,0.7398333333333333,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.37261468,0.2049380749464035
Microsoft Applications,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34155732,0.20493439435958863
build system,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34153733,0.20492239594459533
IaC,4,0.7344999999999999,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24107417,0.20491304844617844
-Fi Access Points).,1,0.532,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22765443,0.2048889845609665
creatures,1,0.823,FD3,Cloud & DevOps,Strong_Growth,0.85,0.2410384,0.20488263741135596
Apple,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24103743,0.2048818141222
Ford,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.20484312,0.20484311878681183
linear programming,1,0.829,FD1,AI & Machine Learning,Strong_Growth,1.0,0.20483723,0.20483723282814026
CI/CD workflows,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.40964097,0.20482048392295837
real time rendering,1,0.831,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29256082,0.20479257106781004
process engineering,2,0.7905,FD8,Automation & RPA,Moderate_Growth,0.5,0.40957996,0.20478998124599457
"design, engineering,",1,0.532,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.37231126,0.2047711953520775
Java technologies,1,0.827,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34126857,0.20476114153862
trucking and logistics,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24089399,0.20475989133119582
CWS,1,0.823,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24088363,0.20475108847022055
Galileo,1,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.20473662,0.2047366201877594
digital portfolio,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.292479,0.20473530590534209
experiences,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29238036,0.2046662539243698
taxonomy development,1,0.831,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34110814,0.20466488599777222
UE4,1,0.75,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21542884,0.2046574018895626
Data Vault,2,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24073867,0.20462787374854088
solution architecture,6,0.8161666666666667,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34104618,0.2046277105808258
architectural visualization,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34104335,0.2046260118484497
Silicon Technologies,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.37204015,0.20462208390235903
Swimming Pond landscaping,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24072851,0.2046192355453968
CLS,1,0.831,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24070747,0.20460135117173195
Salesforce Maps,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24070077,0.2045956514775753
Azure Synapse Analytics,4,0.76925,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24068996,0.2045864686369896
enterprise level technology,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.4091616,0.20458079874515533
identity and access management (IAM),2,0.79,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22728534,0.20455680638551713
Identity and Access Management (IAM),1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22728534,0.20455680638551713
SQL Queries,1,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.22726637,0.20453973412513735
SQL queries,1,0.831,FD2,Data & Analytics,Strong_Growth,0.9,0.22726637,0.20453973412513735
proposal support systems,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34083867,0.2045032024383545
prisons,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22722319,0.20450086891651154
EMR,3,0.8013333333333333,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2921184,0.2044828802347183
electricity supply industry,1,0.75,FD9,Green & Sustainable Tech,Moderate_Growth,0.55,0.3717867,0.2044826924800873
mission planning systems,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34079376,0.20447625517845153
financial industry,1,0.83,FD2,Data & Analytics,Strong_Growth,0.9,0.22717148,0.20445433259010315
Enterprise CRM Solutions,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.408872,0.20443600416183472
pipeline programs,1,0.75,FD8,Automation & RPA,Moderate_Growth,0.5,0.40886515,0.20443257689476013
"-based modelling,",1,0.532,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34063768,0.2043826103210449
scientific,1,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21513785,0.2043809615075588
smart,2,0.532,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.21509653,0.2043417066335678
scalable architecture,2,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24037498,0.20431873500347136
database structures,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3405054,0.20430323481559753
aerospace or,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29179272,0.2042549043893814
Secrets Manager,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22691588,0.2042242929339409
Global SI,1,0.831,FD3,Cloud & DevOps,Strong_Growth,0.85,0.24026056,0.20422147288918494
test methodologies,1,0.829,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.3403591,0.2042154550552368
digital formats,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2917149,0.2042004346847534
ITRS,1,0.826,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29170528,0.20419369637966156
SFDX,1,0.532,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29168445,0.20417911410331724
workflow management,1,0.532,FD8,Automation & RPA,Moderate_Growth,0.5,0.4083137,0.20415684580802917
test tools,1,0.75,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34024262,0.20414557456970214
Adobe After Effects,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29158655,0.20411058366298673
Purview,2,0.641,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29154676,0.20408273339271543
evaluation,3,0.7043333333333334,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.214818,0.20407710075378416
Evaluation,1,0.831,FD6,Human–AI Collaboration & Prompting,Strong_Growth,0.95,0.214818,0.20407710075378416
firewall,2,0.7905,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22674422,0.20406979769468309
live performance technology,1,0.83,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29150477,0.20405333936214445
control and protection equipment,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22670838,0.204037544131279
tool-use agents,1,0.83,FD8,Automation & RPA,Moderate_Growth,0.5,0.40803227,0.20401613414287567
computer information systems,2,0.826,FD5,Software Engineering Foundations,Moderate_Growth,0.6,0.34002095,0.20401257276535034
Office of Firearm Safety and Violence Prevention,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22665095,0.20398585796356203
safer communities,1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22664788,0.20398309528827668
DFPS,1,0.75,FD2,Data & Analytics,Strong_Growth,0.9,0.22662748,0.20396473556756975
aerospace systems,1,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.29132026,0.2039241850376129
"Service Edge,",1,0.532,FD3,Cloud & DevOps,Strong_Growth,0.85,0.23990814,0.2039219222962856
General Data Protection Regulation (GDPR),1,0.75,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22657403,0.20391663014888764
financial metrics,2,0.7905,FD4,Cybersecurity & Privacy,Strong_Growth,0.9,0.22654097,0.2038868710398674
People & Culture,2,0.75,FD7,XR & Interactive Media,Moderate_Growth,0.7,0.2912586,0.2038810223340988
automated testing processes,1,0.827,FD8,Automation & RPA,Moderate_Growth,0.5,0.40776107,0.20388053357601166
underground infrastructure,1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.23984905,0.20387168899178504
Apple (MacBooks),1,0.75,FD3,Cloud & DevOps,Strong_Growth,0.85,0.23984838,0.20387111902236937
Windows (PC),1,0.831,FD3,Cloud & DevOps,Strong_Growth,0.85,0.23978664,0.2038186438381672
musical artists,2,0.75,FD1,AI & Machine Learning,Strong_Growth,1.0,0.20380925,0.2038092464208603
