skill,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight,trend_tier,tier_weight,future_weight_tier
deliver advanced full life cycle professional and technical solutions,1,0.593,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.41166353,0.41166353,0.37050104,0.3113277,0.04116249,DEC03,ESCO02,McKinsey_FutureOfWork_2025,0.16466541290283204,Stable,0.4,0.16466541290283204
implement critical data architecture solutions,1,0.641,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.3289947,0.3289947,0.30836695,0.25371015,0.020627737,MCK04,DEC03,ONET_BrightOutlook_2024,0.16449734568595886,Moderate_Growth,0.7,0.23029628396034238
create technical documentation,1,0.713,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.41078603,0.41078603,0.3314014,0.2940197,0.079384625,ESCO02,DEC01,McKinsey_FutureOfWork_2025,0.16431441307067873,Stable,0.4,0.16431441307067873
meet production requirements,1,0.575,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.3278897,0.3278897,0.31306642,0.23180775,0.014823288,MCK02,DEC02,ESCO_v1.2_2024,0.16394485533237457,Moderate_Growth,0.7,0.2295227974653244
work on features that span multi-functional teams,1,0.661,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4091293,0.4091293,0.3299639,0.31204203,0.0791654,MCK03,WEF07,McKinsey_FutureOfWork_2025,0.16365171670913697,Stable,0.4,0.16365171670913697
work on a team aiming to improve user experience,1,0.654,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.40817565,0.40817565,0.3759559,0.2863104,0.032219738,MCK03,ONET03,McKinsey_FutureOfWork_2025,0.16327025890350344,Stable,0.4,0.16327025890350344
work with engineering teams,1,0.661,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.407338,0.407338,0.37638837,0.36937472,0.030949622,MCK03,ESCO02,McKinsey_FutureOfWork_2025,0.16293519735336304,Stable,0.4,0.16293519735336304
empower non-technical teams,1,0.67,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.40704858,0.40704858,0.27926594,0.22843069,0.12778264,MCK03,WEF07,McKinsey_FutureOfWork_2025,0.1628194332122803,Stable,0.4,0.1628194332122803
scale a modern data platform,1,0.561,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.3253188,0.3253188,0.30083537,0.28152096,0.024483442,WEF04,WEF02,ONET_BrightOutlook_2024,0.1626594066619873,Moderate_Growth,0.7,0.22772316932678222
weave together various technologies,1,0.624,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.40625966,0.40625966,0.35026515,0.313434,0.05599451,ONET03,DEC02,McKinsey_FutureOfWork_2025,0.16250386238098147,Stable,0.4,0.16250386238098147
collaborate cross-functionally,1,0.649,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.40624648,0.40624648,0.34556693,0.16484103,0.060679555,WEF07,ONET06,McKinsey_FutureOfWork_2025,0.1624985933303833,Stable,0.4,0.1624985933303833
business partner with teams,1,0.661,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.40559438,0.40559438,0.33414808,0.2615698,0.0714463,MCK03,ESCO02,McKinsey_FutureOfWork_2025,0.16223775148391725,Stable,0.4,0.16223775148391725
identify new business opportunities,1,0.641,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.3241303,0.3241303,0.26439252,0.22869161,0.05973777,WEF05,MCK02,ESCO_v1.2_2024,0.16206514835357666,Moderate_Growth,0.7,0.2268912076950073
package applications for Intune,1,0.594,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.32360184,0.32360184,0.27969003,0.16795872,0.043911815,DEC03,ONET03,ONET_BrightOutlook_2024,0.16180092096328735,Moderate_Growth,0.7,0.22652128934860227
work with developers,2,0.606,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.40435547,0.40435547,0.37294844,0.3663304,0.03140703,ONET01,DEC03,McKinsey_FutureOfWork_2025,0.1617421865463257,Stable,0.4,0.1617421865463257
assess candidates on specific deal mechanics,1,0.701,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.3217407,0.3217407,0.26676047,0.22204995,0.05498022,MCK02,MCK03,ESCO_v1.2_2024,0.16087034344673157,Moderate_Growth,0.7,0.22521848082542417
work with product teams,1,0.657,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.4014848,0.4014848,0.33820313,0.28881457,0.063281655,MCK03,ESCO02,McKinsey_FutureOfWork_2025,0.16059391498565675,Stable,0.4,0.16059391498565675
communicate clearly and effectively with team members,1,0.664,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.40117115,0.40117115,0.2973677,0.23415792,0.103803456,MCK03,WEF07,McKinsey_FutureOfWork_2025,0.1604684591293335,Stable,0.4,0.1604684591293335
coordinate with internal teams and external stakeholders,1,0.666,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3987351,0.3987351,0.32702637,0.24681255,0.07170874,MCK03,ESCO01,McKinsey_FutureOfWork_2025,0.1594940423965454,Stable,0.4,0.1594940423965454
execute business strategy,1,0.612,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.3189201,0.3189201,0.22945166,0.17928573,0.08946845,ESCO01,MCK03,ESCO_v1.2_2024,0.15946005284786224,Moderate_Growth,0.7,0.22324407398700713
provide technical direction,1,0.598,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.39823645,0.39823645,0.2850027,0.24423778,0.113233745,ESCO02,WEF07,McKinsey_FutureOfWork_2025,0.15929458141326905,Stable,0.4,0.15929458141326905
analyze systems,2,0.703,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.3181516,0.3181516,0.31775504,0.2731328,0.0003965497,ESCO02,ONET06,ONET_BrightOutlook_2024,0.1590757966041565,Moderate_Growth,0.7,0.22270611524581907
integrate hardware systems,1,0.707,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.31802619,0.31802619,0.25254983,0.22899324,0.06547636,ONET03,WEF05,ONET_BrightOutlook_2024,0.15901309251785278,Moderate_Growth,0.7,0.22261832952499389
work closely with other developers,1,0.606,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3970457,0.3970457,0.35168606,0.28170186,0.04535964,DEC03,ONET01,McKinsey_FutureOfWork_2025,0.1588182806968689,Stable,0.4,0.1588182806968689
support administrative functions,1,0.716,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.31736434,0.31736434,0.31110975,0.2536583,0.0062545836,DEC03,MCK02,ONET_BrightOutlook_2024,0.15868216753005981,Moderate_Growth,0.7,0.2221550345420837
program CNC machines,1,0.67,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.31725597,0.31725597,0.28399718,0.277654,0.033258796,WEF07,WEF01,McKinsey_FutureOfWork_2025,0.15862798690795898,Moderate_Growth,0.7,0.22207918167114257
support enterprise property management systems,1,0.65,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.31670612,0.31670612,0.28230858,0.24561659,0.034397542,MCK02,WEF04,ONET_BrightOutlook_2024,0.1583530604839325,Moderate_Growth,0.7,0.2216942846775055
work closely with architecture teams,1,0.679,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.39568454,0.39568454,0.34486037,0.29384297,0.050824165,MCK03,WEF07,McKinsey_FutureOfWork_2025,0.1582738161087036,Stable,0.4,0.1582738161087036
organize work and processes,1,0.633,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.3164152,0.3164152,0.26578903,0.26142767,0.05062616,MCK02,MCK01,ONET_BrightOutlook_2024,0.15820759534835815,Moderate_Growth,0.7,0.2214906334877014
interact with other teams,1,0.659,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.39510852,0.39510852,0.3084587,0.25760224,0.086649835,MCK03,WEF07,McKinsey_FutureOfWork_2025,0.15804340839385989,Stable,0.4,0.15804340839385989
guide engineers,1,0.61,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.39489758,0.39489758,0.36213177,0.33558035,0.032765806,ESCO02,ONET03,McKinsey_FutureOfWork_2025,0.15795903205871584,Stable,0.4,0.15795903205871584
build career in technical management,1,0.607,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3947806,0.3947806,0.38897502,0.34286582,0.005805582,ESCO02,ESCO01,McKinsey_FutureOfWork_2025,0.15791224241256716,Stable,0.4,0.15791224241256716
collaborate with product managers and engineers,1,0.61,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.39384383,0.39384383,0.3141068,0.28601363,0.07973704,WEF07,ESCO02,McKinsey_FutureOfWork_2025,0.15753753185272218,Stable,0.4,0.15753753185272218
participate in inter-agency workgroups,1,0.616,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3935609,0.3935609,0.32036012,0.23381183,0.07320076,MCK03,WEF07,McKinsey_FutureOfWork_2025,0.15742435455322268,Stable,0.4,0.15742435455322268
execute design and production effort,1,0.671,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.31442076,0.31442076,0.28804827,0.28745097,0.026372492,MCK02,ONET03,ESCO_v1.2_2024,0.15721037983894348,Moderate_Growth,0.7,0.22009453177452085
support government customers in engineering design,1,0.705,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.31427944,0.31427944,0.27840114,0.2742724,0.0358783,ONET03,MCK02,ESCO_v1.2_2024,0.15713971853256226,Moderate_Growth,0.7,0.21999560594558715
construct platform and sub-systems,1,0.706,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.3135323,0.3135323,0.30512667,0.28102815,0.008405626,WEF05,WEF04,ONET_BrightOutlook_2024,0.1567661464214325,Moderate_Growth,0.7,0.21947260499000548
lead project meetings,1,0.607,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.39117566,0.39117566,0.38036606,0.33469284,0.0108096,ESCO01,MCK03,McKinsey_FutureOfWork_2025,0.156470263004303,Stable,0.4,0.156470263004303
support strategic initiatives,1,0.682,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3910114,0.3910114,0.3337427,0.32667953,0.05726868,MCK03,ESCO01,McKinsey_FutureOfWork_2025,0.1564045548439026,Stable,0.4,0.1564045548439026
build solutions for Data Retention and Destruction,1,0.7,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.31275266,0.31275266,0.28654343,0.25255254,0.026209235,DEC03,DEC01,ONET_BrightOutlook_2024,0.15637633204460144,Moderate_Growth,0.7,0.218926864862442
analyze frameworks,1,0.71,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.3124106,0.3124106,0.31043783,0.29181582,0.0019727647,ONET02,DEC02,ESCO_v1.2_2024,0.15620529651641846,Moderate_Growth,0.7,0.21868741512298584
collaborate deeply with data partners,1,0.636,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3903457,0.3903457,0.33040425,0.28586686,0.05994144,WEF07,WEF02,McKinsey_FutureOfWork_2025,0.156138277053833,Stable,0.4,0.156138277053833
propose data architecture approaches,1,0.644,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.31163,0.31163,0.30729735,0.25164875,0.0043326616,WEF02,DEC01,ONET_BrightOutlook_2024,0.1558150053024292,Moderate_Growth,0.7,0.21814100742340087
lead implementation of integration projects,1,0.623,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.38889033,0.38889033,0.32403615,0.30881378,0.064854175,ESCO01,WEF07,McKinsey_FutureOfWork_2025,0.15555613040924074,Stable,0.4,0.15555613040924074
strive to advance technology,1,0.607,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3880227,0.3880227,0.34074467,0.28750646,0.047278017,WEF08,DEC02,McKinsey_FutureOfWork_2025,0.15520907640457154,Stable,0.4,0.15520907640457154
collaborate with engineering team on scaling,1,0.663,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.38761818,0.38761818,0.2742856,0.26024637,0.11333257,WEF04,WEF07,McKinsey_FutureOfWork_2025,0.15504727363586426,Stable,0.4,0.15504727363586426
perform system analysis,1,0.703,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.3092149,0.3092149,0.25557232,0.24708745,0.05364257,ONET06,ONET02,ESCO_v1.2_2024,0.15460744500160217,Moderate_Growth,0.7,0.21645042300224304
implement data collection,1,0.706,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.3091153,0.3091153,0.3056719,0.2134535,0.0034433901,DEC01,WEF02,ONET_BrightOutlook_2024,0.15455764532089233,Moderate_Growth,0.7,0.21638070344924926
provide detailed analysis,1,0.623,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.30831766,0.30831766,0.2264047,0.20637682,0.081912965,DEC01,MCK02,ESCO_v1.2_2024,0.1541588306427002,Moderate_Growth,0.7,0.21582236289978027
complete projects with a team-first approach,1,0.663,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.38499534,0.38499534,0.31481284,0.29406732,0.0701825,ESCO01,WEF07,McKinsey_FutureOfWork_2025,0.15399813652038574,Stable,0.4,0.15399813652038574
participate in user story development,1,0.619,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3842728,0.3842728,0.3634224,0.310046,0.02085042,ONET03,ESCO02,McKinsey_FutureOfWork_2025,0.15370912551879884,Stable,0.4,0.15370912551879884
solve complex customer challenges,1,0.611,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.3072605,0.3072605,0.29347003,0.27354205,0.013790488,ESCO01,MCK04,ESCO_v1.2_2024,0.15363025665283203,Moderate_Growth,0.7,0.21508235931396483
build tools to enable developers,1,0.697,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.38406914,0.38406914,0.3669595,0.3569653,0.017109632,DEC03,DEC02,McKinsey_FutureOfWork_2025,0.15362765789031985,Stable,0.4,0.15362765789031985
organize tasks and processes,1,0.607,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.30690306,0.30690306,0.24700937,0.24184579,0.059893698,MCK01,ESCO01,ONET_BrightOutlook_2024,0.15345153212547302,Moderate_Growth,0.7,0.21483214497566222
engage with stakeholders,1,0.611,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.38341844,0.38341844,0.23959932,0.21017814,0.14381912,ESCO01,ESCO02,McKinsey_FutureOfWork_2025,0.15336737632751465,Stable,0.4,0.15336737632751465
plan environments,1,0.648,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.3066015,0.3066015,0.3030189,0.2915432,0.0035825968,ESCO01,MCK04,ESCO_v1.2_2024,0.15330074727535248,Moderate_Growth,0.7,0.21462104618549346
provide expert full-stack support to software engineering teams,1,0.665,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.38307852,0.38307852,0.31388253,0.3138565,0.069195986,WEF07,ONET01,McKinsey_FutureOfWork_2025,0.15323140621185305,Stable,0.4,0.15323140621185305
develop Java applications,1,0.677,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.30628854,0.30628854,0.3017645,0.29439002,0.004524052,DEC02,ONET01,ESCO_v1.2_2024,0.15314427018165588,Moderate_Growth,0.7,0.21440197825431823
enhance performance of data solutions,1,0.701,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.30616963,0.30616963,0.2944495,0.27296287,0.011720121,WEF02,DEC03,ONET_BrightOutlook_2024,0.15308481454849243,Moderate_Growth,0.7,0.2143187403678894
collaborate with UX researchers,1,0.637,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.38208836,0.38208836,0.34721214,0.33262828,0.034876227,WEF07,ONET03,McKinsey_FutureOfWork_2025,0.15283534526824952,Stable,0.4,0.15283534526824952
apply core skills across deployment platforms,1,0.716,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3809955,0.3809955,0.31158346,0.3113308,0.06941205,WEF04,ONET01,McKinsey_FutureOfWork_2025,0.1523982048034668,Stable,0.4,0.1523982048034668
ensure cohesive delivery across the team,1,0.66,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.38071227,0.38071227,0.25495228,0.21114475,0.12575999,MCK03,DEC03,McKinsey_FutureOfWork_2025,0.15228490829467775,Stable,0.4,0.15228490829467775
adhere to industry standards,1,0.591,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.30453354,0.30453354,0.2707371,0.2503006,0.03379643,MCK02,WEF05,ESCO_v1.2_2024,0.15226677060127258,Moderate_Growth,0.7,0.21317347884178162
focus on applied research,1,0.614,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.30423272,0.30423272,0.28217393,0.24693789,0.022058785,MCK02,ONET03,ESCO_v1.2_2024,0.15211635828018188,Moderate_Growth,0.7,0.21296290159225462
translate insights into practical recommendations,1,0.628,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.30387497,0.30387497,0.2826159,0.2815961,0.02125907,MCK02,DEC03,ESCO_v1.2_2024,0.15193748474121094,Moderate_Growth,0.7,0.2127124786376953
deliver complex initiatives,1,0.573,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.37951562,0.37951562,0.29344368,0.28899917,0.08607194,MCK03,ESCO01,McKinsey_FutureOfWork_2025,0.1518062472343445,Stable,0.4,0.1518062472343445
maintain interfaces between clinical and enterprise systems,1,0.676,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.30356342,0.30356342,0.29088184,0.2765007,0.012681574,MCK02,DEC01,ONET_BrightOutlook_2024,0.15178170800209045,Moderate_Growth,0.7,0.21249439120292662
codify deep database expertise,1,0.611,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.30336162,0.30336162,0.2665378,0.25936943,0.03682384,WEF01,DEC03,ONET_BrightOutlook_2024,0.1516808122396469,Moderate_Growth,0.7,0.21235313713550566
build technology products,1,0.706,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.37913013,0.37913013,0.3470827,0.32990628,0.03204742,ONET03,ESCO02,McKinsey_FutureOfWork_2025,0.15165205001831056,Stable,0.4,0.15165205001831056
implement monitoring,1,0.604,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.30329812,0.30329812,0.22169513,0.20905888,0.08160299,DEC03,WEF02,ONET_BrightOutlook_2024,0.15164905786514282,Moderate_Growth,0.7,0.21230868101119993
engage stakeholders,1,0.645,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3788563,0.3788563,0.24551095,0.20311813,0.13334535,ESCO01,ESCO02,McKinsey_FutureOfWork_2025,0.1515425205230713,Stable,0.4,0.1515425205230713
work closely with business stakeholders,1,0.637,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.37861884,0.37861884,0.31350514,0.21653235,0.06511369,ESCO02,ESCO01,McKinsey_FutureOfWork_2025,0.15144753456115723,Stable,0.4,0.15144753456115723
build event-driven data platforms,1,0.676,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.30255467,0.30255467,0.2776276,0.27471584,0.02492708,DEC02,WEF02,ONET_BrightOutlook_2024,0.1512773334980011,Moderate_Growth,0.7,0.21178826689720154
serve as subject matter expert,1,0.603,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.3024744,0.3024744,0.26869094,0.26475942,0.033783466,MCK02,MCK04,ESCO_v1.2_2024,0.15123720467090607,Moderate_Growth,0.7,0.21173208653926848
