knowledge,freq,mean_confidence,best_domain_id,best_future_domain,trend_label,trend_score,similarity,top1_similarity,top2_similarity,top3_similarity,mapping_margin,top2_domain_id,top3_domain_id,domain_source,future_weight,trend_tier,tier_weight,future_weight_tier
CI/CD pipelines,1,0.75,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.304946,0.304946,0.3031639,0.28283146,0.0017821193,WEF04,MCK01,ONET_BrightOutlook_2024,0.16772030293941498,Moderate_Growth,0.7,0.2134622037410736
building services engineering,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.3347367,0.3347367,0.3124291,0.2923538,0.022307605,ONET03,ONET01,ESCO_v1.2_2024,0.1673683524131775,Moderate_Growth,0.7,0.23431569337844846
mechanical engineering,2,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.30395663,0.30395663,0.3026936,0.2592166,0.0012630224,ESCO02,MCK01,ONET_BrightOutlook_2024,0.1671761453151703,Moderate_Growth,0.7,0.2127696394920349
Supply Chain Management,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.3038574,0.3038574,0.2679827,0.23521927,0.035874695,ONET02,ONET06,ESCO_v1.2_2024,0.16712156236171724,Moderate_Growth,0.7,0.21270017027854918
Building Design,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.3018749,0.3018749,0.27669933,0.21051803,0.025175571,DEC02,MCK02,ONET_BrightOutlook_2024,0.1660311982035637,Moderate_Growth,0.7,0.21131243407726286
mobile applications,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.30170637,0.30170637,0.24556291,0.23575163,0.056143463,WEF05,ONET06,ONET_BrightOutlook_2024,0.16593850553035738,Moderate_Growth,0.7,0.21119446158409116
Network Operations,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.32991,0.32991,0.2792904,0.25952736,0.050619602,ONET06,WEF04,ONET_BrightOutlook_2024,0.1649550050497055,Moderate_Growth,0.7,0.2309370070695877
protocols,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.32850847,0.32850847,0.26710162,0.25917903,0.06140685,MCK02,ONET02,ONET_BrightOutlook_2024,0.16425423324108124,Moderate_Growth,0.7,0.2299559265375137
operations support,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.32848647,0.32848647,0.3233581,0.28423566,0.0051283836,DEC03,MCK02,ONET_BrightOutlook_2024,0.16424323618412018,Moderate_Growth,0.7,0.22994053065776823
data-driven analysis,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.32432127,0.32432127,0.30693004,0.23057869,0.017391235,WEF02,WEF01,ESCO_v1.2_2024,0.16216063499450684,Moderate_Growth,0.7,0.22702488899230955
Decision Support Systems (DSS),1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.32337406,0.32337406,0.2810935,0.25652802,0.042280555,MCK01,ONET03,ONET_BrightOutlook_2024,0.16168703138828278,Moderate_Growth,0.7,0.22636184394359588
Java,7,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.32251084,0.32251084,0.2781737,0.2677104,0.044337124,DEC02,DEC03,ONET_BrightOutlook_2024,0.16125541925430298,Moderate_Growth,0.7,0.22575758695602416
civil engineering,2,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.31987345,0.31987345,0.31511247,0.29856294,0.0047609806,ONET01,ONET03,ESCO_v1.2_2024,0.15993672609329224,Moderate_Growth,0.7,0.22391141653060911
Linux,4,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.31796828,0.31796828,0.26834399,0.23294239,0.049624294,DEC02,DEC03,ONET_BrightOutlook_2024,0.15898413956165314,Moderate_Growth,0.7,0.22257779538631436
dashboards,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.31687838,0.31687838,0.28482765,0.25393876,0.03205073,WEF02,ONET03,ONET_BrightOutlook_2024,0.15843918919563293,Moderate_Growth,0.7,0.2218148648738861
system architecture,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.31570762,0.31570762,0.29153347,0.257327,0.024174154,ONET02,ONET03,ONET_BrightOutlook_2024,0.15785381197929382,Moderate_Growth,0.7,0.22099533677101132
front desk management,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.31531405,0.31531405,0.257989,0.2465865,0.057325065,MCK02,DEC01,ONET_BrightOutlook_2024,0.15765702724456787,Moderate_Growth,0.7,0.22071983814239501
SAP,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.31517518,0.31517518,0.28164208,0.27204067,0.033533096,MCK02,WEF02,ONET_BrightOutlook_2024,0.15758758783340454,Moderate_Growth,0.7,0.22062262296676635
Oracle,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.31328672,0.31328672,0.21592286,0.1793752,0.09736386,DEC03,DEC01,ONET_BrightOutlook_2024,0.1566433608531952,Moderate_Growth,0.7,0.21930070519447326
payment method management,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.3122527,0.3122527,0.26606,0.23459432,0.046192706,WEF05,ONET02,ONET_BrightOutlook_2024,0.15612635016441345,Moderate_Growth,0.7,0.21857689023017882
mechatronics,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.31124362,0.31124362,0.2920184,0.2821746,0.01922521,WEF01,WEF07,McKinsey_FutureOfWork_2025,0.15562181174755096,Moderate_Growth,0.7,0.21787053644657134
metadata standards,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.3099872,0.3099872,0.2935384,0.26948395,0.016448796,DEC02,DEC01,ONET_BrightOutlook_2024,0.15499359369277954,Moderate_Growth,0.7,0.21699103116989135
data structures,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.30831137,0.30831137,0.26648802,0.26258773,0.041823357,WEF02,ONET06,ONET_BrightOutlook_2024,0.1541556864976883,Moderate_Growth,0.7,0.2158179610967636
life sciences platforms,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.3081958,0.3081958,0.26053393,0.25475544,0.04766187,WEF05,WEF04,ONET_BrightOutlook_2024,0.15409789979457855,Moderate_Growth,0.7,0.21573705971240997
Corporate Technology,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3822373,0.3822373,0.31722075,0.28303495,0.06501654,ONET06,DEC02,McKinsey_FutureOfWork_2025,0.15289491415023804,Stable,0.4,0.15289491415023804
Finance,3,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.30493864,0.30493864,0.29106206,0.2627807,0.013876587,WEF05,ONET02,ONET_BrightOutlook_2024,0.15246932208538055,Moderate_Growth,0.7,0.21345705091953276
collaboration analytics,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3781665,0.3781665,0.3122439,0.29315084,0.06592259,WEF07,WEF02,McKinsey_FutureOfWork_2025,0.15126659870147707,Stable,0.4,0.15126659870147707
Business Continuity plan,1,0.75,ESCO02,Business Analysis & Requirements Engineering,Moderate_Growth,0.5,0.30192032,0.30192032,0.22233589,0.21394506,0.079584435,MCK05,MCK02,ESCO_v1.2_2024,0.15096016228199005,Moderate_Growth,0.7,0.21134422719478607
Oracle SOA Suite,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.30087054,0.30087054,0.21647695,0.21539389,0.08439359,DEC03,DEC02,ONET_BrightOutlook_2024,0.15043526887893677,Moderate_Growth,0.7,0.21060937643051147
electronic manufacturing processes,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.30033806,0.30033806,0.21964557,0.21306846,0.080692485,ESCO02,WEF05,McKinsey_FutureOfWork_2025,0.1501690298318863,Moderate_Growth,0.7,0.2102366417646408
technical excellence,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3693244,0.3693244,0.27835572,0.2720821,0.09096867,ONET05,ONET03,McKinsey_FutureOfWork_2025,0.147729754447937,Stable,0.4,0.147729754447937
resource development,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.35883936,0.35883936,0.33251745,0.33202422,0.026321918,MCK03,MCK05,McKinsey_FutureOfWork_2025,0.1435357451438904,Stable,0.4,0.1435357451438904
messaging technologies,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.35824323,0.35824323,0.2572372,0.255916,0.10100603,ONET03,WEF05,McKinsey_FutureOfWork_2025,0.14329729080200196,Stable,0.4,0.14329729080200196
Traditional Cisco enterprise deployment,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.35712266,0.35712266,0.3435716,0.31081462,0.013551056,WEF04,DEC02,McKinsey_FutureOfWork_2025,0.14284906387329102,Stable,0.4,0.14284906387329102
Professional Engineering association,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3562088,0.3562088,0.35465908,0.33935982,0.0015497208,ESCO02,ONET03,McKinsey_FutureOfWork_2025,0.14248352050781252,Stable,0.4,0.14248352050781252
interoperability solutions,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33764166,0.33764166,0.32822937,0.30866313,0.009412289,ONET02,WEF07,McKinsey_FutureOfWork_2025,0.1350566625595093,Stable,0.4,0.1350566625595093
strategic technology innovation,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.33465618,0.33465618,0.25744757,0.2516562,0.07720861,WEF08,WEF06,McKinsey_FutureOfWork_2025,0.13386247158050538,Stable,0.4,0.13386247158050538
engineering delivery practices,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3304664,0.3304664,0.3147229,0.29589197,0.015743494,ESCO02,ONET03,McKinsey_FutureOfWork_2025,0.13218655586242675,Stable,0.4,0.13218655586242675
technicians,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.32023233,0.32023233,0.31372815,0.289589,0.006504178,WEF08,MCK01,McKinsey_FutureOfWork_2025,0.12809293270111086,Stable,0.4,0.12809293270111086
office coordination,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3192842,0.3192842,0.2501361,0.20550822,0.06914809,WEF07,ONET02,McKinsey_FutureOfWork_2025,0.12771368026733398,Stable,0.4,0.12771368026733398
production technology,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3189721,0.3189721,0.26712242,0.23376685,0.051849693,WEF06,MCK01,McKinsey_FutureOfWork_2025,0.1275888442993164,Stable,0.4,0.1275888442993164
client engagement,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3175042,0.3175042,0.23872933,0.17658752,0.07877487,WEF05,DEC02,McKinsey_FutureOfWork_2025,0.12700167894363404,Stable,0.4,0.12700167894363404
complex high value electrical projects,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31606942,0.31606942,0.27229226,0.25992435,0.043777168,ESCO01,WEF06,McKinsey_FutureOfWork_2025,0.1264277696609497,Stable,0.4,0.1264277696609497
course coordination,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.31195515,0.31195515,0.28285098,0.26674974,0.029104173,MCK03,WEF07,McKinsey_FutureOfWork_2025,0.12478206157684327,Stable,0.4,0.12478206157684327
vendor coordination,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.3093018,0.3093018,0.21940115,0.21781184,0.08990064,ONET06,WEF05,McKinsey_FutureOfWork_2025,0.12372071743011476,Stable,0.4,0.12372071743011476
advisor tools,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30576712,0.30576712,0.29674935,0.2743433,0.0090177655,ONET02,WEF07,McKinsey_FutureOfWork_2025,0.12230684757232667,Stable,0.4,0.12230684757232667
co-management,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.30275616,0.30275616,0.29137164,0.2549582,0.011384517,MCK03,WEF07,McKinsey_FutureOfWork_2025,0.12110246419906617,Stable,0.4,0.12110246419906617
aggregation,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.26243156,0.26243156,0.19410303,0.19322592,0.06832853,ONET06,WEF02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
aerospace,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.2771509,0.2771509,0.23480323,0.22471368,0.04234767,ONET03,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
APAC,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.18193766,0.18193766,0.1533426,0.14607458,0.02859506,ONET02,ONET03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
Ansible,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2806564,0.2806564,0.23427019,0.21927708,0.046386212,MCK02,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Angular,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.19655421,0.19655421,0.1372459,0.12520635,0.05930832,ONET06,MCK02,Expert_consensus,0.0,Declining,0.0,0.0
Android,2,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.1479625,0.1479625,0.14423186,0.13537554,0.0037306398,ONET01,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
audio,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.21207476,0.21207476,0.19915977,0.17866074,0.012914985,ONET04,ONET02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
academic publishing,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.2670337,0.2670337,0.25220475,0.20906085,0.01482895,MCK02,DEC02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
aluminum,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.17923173,0.17923173,0.16257623,0.15400383,0.016655505,DEC02,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
video cameras,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.15103228,0.15103228,0.110690884,0.105274186,0.0403414,DEC02,ONET02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
viaducts,1,0.75,MCK03,Leadership & People Development,Moderate_Growth,0.55,0.17634258,0.17634258,0.17475334,0.16980168,0.0015892386,MCK05,ESCO01,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
Drug Delivery,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.09787461,0.09787461,0.088841826,0.08210101,0.009032786,WEF05,DEC01,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
DRC,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.13439909,0.13439909,0.1278826,0.12407988,0.0065164864,MCK01,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
drawing standards,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.26508605,0.26508605,0.20854351,0.18757114,0.056542546,DEC02,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
DoD Secret clearance,1,0.75,WEF03,Cybersecurity,Strong_Growth,0.9,0.21020058,0.21020058,0.15615219,0.14298,0.05404839,DEC01,MCK02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
DoD 8570 IAT Level II certification,1,0.75,ONET05,Quality Assurance & Testing,Moderate_Growth,0.55,0.19619992,0.19619992,0.18669021,0.18433315,0.009509712,WEF07,MCK02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Document Object Model,1,0.75,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.15976581,0.15976581,0.11701055,0.11514369,0.04275526,DEC03,ONET06,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
word processing,1,0.75,WEF01,AI & Machine Learning,Strong_Growth,1.0,0.2262702,0.2262702,0.21868196,0.1924019,0.0075882375,DEC01,MCK01,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Windows Update for Business,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.22856532,0.22856532,0.16292109,0.1482909,0.065644234,ESCO02,ONET02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
Windows Autopilot,1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.26053622,0.26053622,0.25990823,0.21201603,0.00062799454,WEF07,ONET04,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
Windows 11,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.1295867,0.1295867,0.12275365,0.119285814,0.0068330467,DEC03,ONET03,Expert_consensus,0.0,Declining,0.0,0.0
Windows 10,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.12245628,0.12245628,0.10096771,0.09015294,0.02148857,DEC02,WEF04,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
WAN routing,1,0.75,ESCO01,Project Management & Agile Methodologies,Moderate_Growth,0.55,0.09830093,0.09830093,0.07499328,0.07001321,0.023307644,DEC02,ONET03,ESCO_v1.2_2024,0.0,Moderate_Growth,0.7,0.0
widgets,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.27297524,0.27297524,0.24800938,0.23335043,0.024965852,ONET03,DEC02,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
welders,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.27078265,0.27078265,0.25403515,0.23913673,0.016747504,ONET03,DEC03,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
WebLogic Server administration,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.28395998,0.28395998,0.2661736,0.21576864,0.017786384,DEC02,ONET03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Elastic Search,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.1897197,0.1897197,0.1318487,0.12418799,0.057871014,ESCO02,WEF04,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
EDM (Electrical Discharge Machine),1,0.75,MCK01,Process Automation & RPA,Moderate_Growth,0.5,0.13164617,0.13164617,0.07727468,0.06428677,0.05437149,WEF05,ONET03,McKinsey_FutureOfWork_2025,0.0,Moderate_Growth,0.7,0.0
editorial entities,1,0.75,MCK02,Advanced Communication & Collaboration,Moderate_Growth,0.4,0.19655408,0.19655408,0.19076154,0.15653689,0.0057925433,ONET02,ESCO02,McKinsey_FutureOfWork_2025,0.0,Stable,0.4,0.0
editor plugins,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.22030942,0.22030942,0.19583982,0.17642824,0.0244696,DEC03,ONET02,Expert_consensus,0.0,Declining,0.0,0.0
edge devices,1,0.75,WEF04,Cloud Computing & Infrastructure,Strong_Growth,0.85,0.16205712,0.16205712,0.14912854,0.14901394,0.012928575,ONET03,DEC02,WEF_FutureOfJobs_2025,0.0,Strong_Growth,1.0,0.0
Economics,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.2800839,0.2800839,0.26845378,0.22320405,0.011630118,WEF05,WEF06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
distributed caching,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.19864154,0.19864154,0.19757235,0.14481875,0.0010691881,ONET02,DEC03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
disclosure requirements,1,0.75,DEC01,Routine Data Entry & Clerical,Decline,-0.6,0.24471015,0.24471015,0.23164627,0.20095855,0.013063878,ESCO02,MCK02,WEF_FutureOfJobs_2023,0.0,Declining,0.0,0.0
disbursements,1,0.75,ONET06,Blockchain & Distributed Systems,Moderate_Growth,0.5,0.23969463,0.23969463,0.10688521,0.08398475,0.13280942,WEF05,ONET02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
DISA STIGs,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.15524815,0.15524815,0.10174072,0.076739125,0.053507432,MCK05,ONET06,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
DISA,1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.15038118,0.15038118,0.12966816,0.12121217,0.020713016,ONET06,MCK05,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
die casting,1,0.75,ONET04,Game Development & Interactive Media,Moderate_Growth,0.6,0.07390353,0.07390353,0.066515826,0.06510633,0.007387705,DEC02,MCK03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
device lifecycle,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.26025867,0.26025867,0.24253553,0.17100781,0.017723143,DEC02,MCK05,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
EBS,1,0.75,WEF05,Digital Platforms & E-commerce,Moderate_Growth,0.7,0.21849681,0.21849681,0.17907473,0.17888564,0.03942208,ONET02,DEC02,WEF_FutureOfJobs_2025,0.0,Moderate_Growth,0.7,0.0
dynamically served content,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.1739648,0.1739648,0.078389704,0.06476736,0.095575094,ONET06,ONET04,Expert_consensus,0.0,Declining,0.0,0.0
dynamic client content,1,0.75,DEC02,Legacy Web Development,Decline,-0.4,0.24146432,0.24146432,0.15587911,0.14411688,0.08558521,DEC03,ONET06,Expert_consensus,0.0,Declining,0.0,0.0
Delaware and Midland basins,1,0.75,ONET03,UX/UI & Digital Design,Moderate_Growth,0.55,0.11888553,0.11888553,0.09437241,0.08982923,0.024513125,WEF02,MCK03,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Enterprise Manager (OEM),1,0.75,ONET02,Database & Systems Administration,Moderate_Growth,0.5,0.18713355,0.18713355,0.15810065,0.15719256,0.0290329,DEC02,ESCO02,ONET_BrightOutlook_2024,0.0,Moderate_Growth,0.7,0.0
Engineering operative standard,1,0.75,DEC03,Routine Maintenance Coding,Decline,-0.3,0.29127532,0.29127532,0.28037348,0.23049966,0.010901839,ESCO02,ONET03,McKinsey_FutureOfWork_2023,0.0,Declining,0.0,0.0
