"Sektor","Indonesian Title","English Translation","Indonesian Description","English Description","Source Type"
"Pertanian Perkebunan dan Peternakan","Skema Okupasi Asisten Kebun Kelapa Sawit","Oil Palm Plantation Assistant","Skema sertifikasi Asisten Kebun Kelapa Sawit dikembangkan oleh Komite Skema LSP Perkebunan mengacu pada SKKNI Bidang Perkebunan Kelapa Sawit. Mencakup kompetensi perencanaan dan pengawasan pemeliharaan tanaman kelapa sawit, pemupukan, pengendalian gulma, dan manajemen panen Tandan Buah Segar (TBS).","The Oil Palm Plantation Assistant scheme references the SKKNI Oil Palm Plantation Field. It covers planning and supervising oil palm crop maintenance, fertilization, weed control, and Fresh Fruit Bunch (TBS) harvest management competencies.","Template-based / SKKNI Perkebunan Sawit"
"Pertanian Perkebunan dan Peternakan","Skema Okupasi Pembudidayaan Jamur","Mushroom Cultivation","Skema sertifikasi Pembudidayaan Jamur dikembangkan oleh Komite Skema LSP Pertanian mengacu pada SKKNI Bidang Budidaya Jamur. Mencakup kompetensi pembuatan media tanam (baglog), inokulasi bibit jamur, pemeliharaan kumbung jamur, pemanenan, dan penanganan pasca panen jamur.","The Mushroom Cultivation scheme references the SKKNI Mushroom Cultivation Field. It covers growing media (baglog) preparation, mushroom spawn inoculation, mushroom house maintenance, harvesting, and post-harvest mushroom handling competencies.","Template-based / SKKNI Pertanian"
"Pertanian Perkebunan dan Peternakan","Skema Okupasi Asisten Pengendali Organisme Pengganggu Tumbuhan (OPT)","Assistant Plant Pest Controller","Skema sertifikasi Asisten Pengendali Organisme Pengganggu Tumbuhan (OPT) dikembangkan oleh Komite Skema LSP Pertanian mengacu pada SKKNI Bidang Perlindungan Tanaman. Mencakup kompetensi identifikasi OPT, pemantauan populasi hama dan penyakit, serta penerapan pengendalian hama terpadu (PHT).","The Assistant Plant Pest Controller (OPT) scheme references the SKKNI Plant Protection Field. It covers OPT identification, pest and disease population monitoring, and integrated pest management (IPM) implementation competencies.","Template-based / SKKNI Perlindungan Tanaman"
"Pertanian Perkebunan dan Peternakan","Skema Okupasi Supervisor Agribisnis – Bidang Pemasaran","Agribusiness Supervisor – Marketing","Skema sertifikasi Supervisor Agribisnis Bidang Pemasaran dikembangkan oleh Komite Skema LSP Agribisnis mengacu pada SKKNI Bidang Agribisnis. Mencakup kompetensi supervisi pemasaran produk pertanian, analisis pasar, pengelolaan rantai distribusi, dan pengembangan jaringan pemasaran agribisnis.","The Agribusiness Supervisor – Marketing scheme references the SKKNI Agribusiness Field. It covers supervising agricultural product marketing, market analysis, distribution chain management, and agribusiness marketing network development competencies.","Template-based / SKKNI Agribisnis"
"Pertanian Perkebunan dan Peternakan","Skema Okupasi Manajer Produksi Agribisnis","Agribusiness Production Manager","Skema sertifikasi Manajer Produksi Agribisnis dikembangkan oleh Komite Skema LSP Agribisnis mengacu pada SKKNI Bidang Agribisnis. Mencakup kompetensi perencanaan dan pengelolaan produksi pertanian berskala komersial, pengendalian biaya produksi, dan penjaminan mutu produk agribisnis.","The Agribusiness Production Manager scheme references the SKKNI Agribusiness Field. It covers planning and managing commercial-scale agricultural production, production cost control, and agribusiness product quality assurance competencies.","Template-based / SKKNI Agribisnis"
"Pertanian Perkebunan dan Peternakan","Skema Okupasi Manajer Sumberdaya Manusia Agribisnis","Agribusiness HR Manager","Skema sertifikasi Manajer Sumberdaya Manusia Agribisnis dikembangkan oleh Komite Skema LSP Agribisnis mengacu pada SKKNI Bidang Agribisnis. Mencakup kompetensi pengelolaan SDM di usaha agribisnis, rekrutmen tenaga kerja pertanian, manajemen kinerja, dan pengembangan kapasitas SDM agribisnis.","The Agribusiness HR Manager scheme references the SKKNI Agribusiness Field. It covers HR management in agribusiness enterprises, agricultural labor recruitment, performance management, and agribusiness HR capacity development competencies.","Template-based / SKKNI Agribisnis"
"Pertanian Perkebunan dan Peternakan","Skema Okupasi Supervisor Pengawas Mutu Pakan","Feed Quality Control Supervisor","Skema sertifikasi Supervisor Pengawas Mutu Pakan dikembangkan oleh Komite Skema LSP Pertanian mengacu pada SKKNI Bidang Industri Pakan Ternak. Mencakup kompetensi pengawasan proses produksi pakan, pengujian mutu bahan baku dan produk pakan, serta penerapan standar keamanan pakan ternak.","The Feed Quality Control Supervisor scheme references the SKKNI Animal Feed Industry Field. It covers supervising feed production processes, quality testing of raw materials and feed products, and implementing animal feed safety standards competencies.","Template-based / SKKNI Pakan"
"Pertanian Perkebunan dan Peternakan","Skema KKNI Level IV Agribisnis Tanaman Pangan dan Hortikultura","KKNI L4 Food Crop & Horticulture Agribusiness","Skema KKNI Level IV Agribisnis Tanaman Pangan dan Hortikultura dikembangkan oleh LSP PPPPTK Pertanian (BBPPMPV Pertanian Cianjur) mengacu pada SKKNI Bidang Agribisnis Tanaman Pangan dan Hortikultura serta SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. Skema ini memastikan kompetensi lulusan SMK Kompetensi Keahlian Agribisnis Tanaman Pangan dan Hortikultura sesuai KKNI Level IV dalam budidaya, panen, dan pascapanen tanaman pangan dan hortikultura.","The KKNI Level IV Food Crop & Horticulture Agribusiness scheme was developed by LSP PPPPTK Pertanian, referencing the relevant agriculture SKKNI and SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. It ensures SMK graduates in Food Crop & Horticulture Agribusiness achieve KKNI Level IV competency in crop cultivation, harvesting, and post-harvest handling.","Verbatim-based (p4tkpertanian.kemdikbud.go.id)"
"Pertanian Perkebunan dan Peternakan","Skema KKNI Level IV Agribisnis Tanaman Perkebunan","KKNI L4 Plantation Crop Agribusiness","Skema KKNI Level IV Agribisnis Tanaman Perkebunan dikembangkan oleh LSP PPPPTK Pertanian mengacu pada SKKNI Bidang Agribisnis Tanaman Perkebunan dan SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. Memastikan kompetensi lulusan SMK Kompetensi Keahlian Agribisnis Tanaman Perkebunan sesuai KKNI Level IV.","The KKNI Level IV Plantation Crop Agribusiness scheme references the SKKNI Plantation Crop Agribusiness Field and SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. It ensures SMK graduates in Plantation Crop Agribusiness achieve KKNI Level IV competency.","Template-based / SKKNI Pertanian"
"Pertanian Perkebunan dan Peternakan","Skema KKNI Level IV Agribisnis Ternak Unggas","KKNI L4 Poultry Livestock Agribusiness","Skema KKNI Level IV Agribisnis Ternak Unggas dikembangkan oleh LSP PPPPTK Pertanian mengacu pada SKKNI Bidang Agribisnis Ternak Unggas dan SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. Memastikan kompetensi lulusan SMK Kompetensi Keahlian Agribisnis Ternak Unggas sesuai KKNI Level IV dalam budidaya, kesehatan, dan pemasaran ternak unggas.","The KKNI Level IV Poultry Livestock Agribusiness scheme references the SKKNI Poultry Livestock Field and SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. It ensures SMK Poultry Agribusiness graduates achieve KKNI Level IV competency in poultry cultivation, health, and marketing.","Template-based / SKKNI Peternakan"
"Pertanian Perkebunan dan Peternakan","Skema KKNI Level IV Agribisnis Ternak Ruminansia","KKNI L4 Ruminant Livestock Agribusiness","Skema KKNI Level IV Agribisnis Ternak Ruminansia dikembangkan oleh LSP PPPPTK Pertanian mengacu pada SKKNI Bidang Agribisnis Ternak Ruminansia dan SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. Memastikan kompetensi lulusan SMK Kompetensi Keahlian Agribisnis Ternak Ruminansia sesuai KKNI Level IV.","The KKNI Level IV Ruminant Livestock Agribusiness scheme references the SKKNI Ruminant Livestock Field and SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. It ensures SMK Ruminant Livestock graduates achieve KKNI Level IV competency.","Template-based / SKKNI Peternakan"
"Pertanian Perkebunan dan Peternakan","Skema KKNI Level IV Agribisnis Pengolahan Hasil Pertanian","KKNI L4 Agricultural Product Processing Agribusiness","Skema KKNI Level IV Agribisnis Pengolahan Hasil Pertanian dikembangkan oleh LSP PPPPTK Pertanian mengacu pada SKKNI Bidang Pengolahan Hasil Pertanian dan SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. Memastikan kompetensi lulusan SMK dalam pengolahan, pengemasan, dan pengendalian mutu produk hasil pertanian sesuai KKNI Level IV.","The KKNI Level IV Agricultural Product Processing Agribusiness scheme references the SKKNI Agricultural Product Processing Field and SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. It ensures SMK graduates achieve KKNI Level IV competency in agricultural product processing, packaging, and quality control.","Template-based / SKKNI Pertanian"
"Pertanian Perkebunan dan Peternakan","Skema KKNI Level IV Kesehatan Hewan","KKNI L4 Animal Health","Skema KKNI Level IV Kesehatan Hewan dikembangkan oleh LSP PPPPTK Pertanian mengacu pada SKKNI Bidang Kesehatan Hewan dan SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. Memastikan kompetensi lulusan SMK dalam pencegahan dan pengendalian penyakit hewan, kesehatan reproduksi, dan kesehatan masyarakat veteriner sesuai KKNI Level IV.","The KKNI Level IV Animal Health scheme references the SKKNI Animal Health Field and SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. It ensures SMK graduates achieve KKNI Level IV competency in animal disease prevention and control, reproductive health, and veterinary public health.","Template-based / SKKNI Kesehatan Hewan"
"Pertanian Perkebunan dan Peternakan","Skema KKNI Level IV Pemuliaan dan Perbenihan Tanaman","KKNI L4 Plant Breeding & Seedling","Skema KKNI Level IV Pemuliaan dan Perbenihan Tanaman dikembangkan oleh LSP PPPPTK Pertanian mengacu pada SKKNI Bidang Pemuliaan dan Perbenihan Tanaman dan SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. Memastikan kompetensi lulusan SMK dalam seleksi galur tanaman, produksi benih, dan sertifikasi benih sesuai KKNI Level IV.","The KKNI Level IV Plant Breeding & Seedling scheme references the SKKNI Plant Breeding & Seedling Field and SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. It ensures SMK graduates achieve KKNI Level IV competency in plant line selection, seed production, and seed certification.","Template-based / SKKNI Pertanian"
"Pertanian Perkebunan dan Peternakan","Skema KKNI Level IV Mekanisasi Pertanian","KKNI L4 Agricultural Mechanization","Skema KKNI Level IV Mekanisasi Pertanian dikembangkan oleh LSP PPPPTK Pertanian mengacu pada SKKNI Bidang Mekanisasi Pertanian dan SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. Memastikan kompetensi lulusan SMK dalam pengoperasian dan pemeliharaan alat mesin pertanian, serta penerapan teknologi mekanisasi pada usaha tani sesuai KKNI Level IV.","The KKNI Level IV Agricultural Mechanization scheme references the SKKNI Agricultural Mechanization Field and SK Dirjen Dikdasmen No. 130/D/KEP/KR/2017. It ensures SMK graduates achieve KKNI Level IV competency in agricultural machinery operation and maintenance, and mechanization technology application in farming.","Template-based / SKKNI Pertanian"
"Kelautan dan Perikanan","Skema Okupasi Nakhoda Kapal Penangkap Ikan","Fishing Vessel Captain","Skema sertifikasi Nakhoda Kapal Penangkap Ikan dikembangkan oleh LSP-KP (Lembaga Sertifikasi Profesi Kelautan dan Perikanan) mengacu pada SKKNI Bidang Penangkapan Ikan No. 317 Tahun 2017 dan standar STCW-F IMO untuk pelaut perikanan. Mencakup kompetensi navigasi kapal penangkap ikan, pengoperasian alat tangkap, keselamatan awak kapal, dan pengelolaan operasi penangkapan ikan.","The Fishing Vessel Captain scheme was developed by LSP-KP, referencing SKKNI Fishing Capture Field No. 317 of 2017 and STCW-F IMO standards for fishing seafarers. It covers fishing vessel navigation, fishing gear operation, crew safety, and fishing operation management competencies.","Template-based / SKKNI 317/2017"
"Kelautan dan Perikanan","Skema Okupasi Anak Buah Kapal (ABK) Perikanan Tangkap","Fishing Vessel Crew","Skema sertifikasi ABK Perikanan Tangkap dikembangkan oleh LSP-KP mengacu pada SKKNI Bidang Penangkapan Ikan No. 317 Tahun 2017 dan standar STCW-F IMO. Mencakup kompetensi pengoperasian alat tangkap ikan, penanganan hasil tangkapan di atas kapal, keselamatan jiwa di laut, dan pemeliharaan peralatan kapal.","The Fishing Vessel Crew scheme was developed by LSP-KP, referencing SKKNI Fishing Capture Field No. 317 of 2017 and STCW-F IMO standards. It covers fishing gear operation, on-board catch handling, life safety at sea, and vessel equipment maintenance competencies.","Template-based / SKKNI 317/2017"
"Kelautan dan Perikanan","Skema Okupasi Teknisi Mesin Kapal Perikanan","Fishing Vessel Engine Technician","Skema sertifikasi Teknisi Mesin Kapal Perikanan dikembangkan oleh LSP-KP mengacu pada SKKNI Bidang Mesin Kapal Perikanan. Mencakup kompetensi pengoperasian dan pemeliharaan mesin kapal penangkap ikan, sistem propulsi, sistem kelistrikan kapal, dan penanganan kerusakan mesin di laut.","The Fishing Vessel Engine Technician scheme was developed by LSP-KP, referencing the SKKNI Fishing Vessel Engine Field. It covers operating and maintaining fishing vessel engines, propulsion systems, vessel electrical systems, and handling engine breakdowns at sea competencies.","Template-based / SKKNI KP"
"Kelautan dan Perikanan","Skema Okupasi Ahli Pengolahan Hasil Perikanan","Fishery Product Processing Expert","Skema sertifikasi Ahli Pengolahan Hasil Perikanan dikembangkan oleh LSP-KP mengacu pada SKKNI Bidang Pengolahan Hasil Perikanan No. 314 Tahun 2017. Mencakup kompetensi pengolahan ikan dan hasil laut, penerapan HACCP, pengendalian mutu produk perikanan, dan pengelolaan cold chain.","The Fishery Product Processing Expert scheme references SKKNI Fishery Product Processing Field No. 314 of 2017. It covers fish and seafood processing, HACCP implementation, fishery product quality control, and cold chain management competencies.","Template-based / SKKNI 314/2017"
"Kelautan dan Perikanan","Skema Okupasi Teknisi Budidaya Ikan Air Tawar","Freshwater Fish Culture Technician","Skema sertifikasi Teknisi Budidaya Ikan Air Tawar dikembangkan oleh LSP-KP / LSP Akuakultur mengacu pada SKKNI Bidang Budidaya Perikanan Air Tawar. Mencakup kompetensi persiapan kolam, pembenihan, pembesaran ikan air tawar, manajemen kualitas air, dan pengelolaan pakan.","The Freshwater Fish Culture Technician scheme references the SKKNI Freshwater Aquaculture Field. It covers pond preparation, fish hatchery, freshwater fish grow-out, water quality management, and feed management competencies.","Template-based / SKKNI KP"
